,url,html_url,issue_url,id,node_id,comment_created_at,comment_updated_at,author_association,comment_text,performed_via_github_app,comment_user.login,user.id,user.node_id,user.avatar_url,user.gravatar_id,user.url,user.html_url,user.followers_url,user.following_url,user.gists_url,user.starred_url,user.subscriptions_url,user.organizations_url,user.repos_url,user.events_url,user.received_events_url,user.type,user.site_admin,reactions.url,comment_reactions.total_count,comment_reactions.+1,comment_reactions.-1,comment_reactions.laugh,comment_reactions.hooray,comment_reactions.confused,comment_reactions.heart,comment_reactions.rocket,comment_reactions.eyes,number
0,https://api.github.com/repos/NVIDIA/spark-rapids/issues/comments/713542293,https://github.com/NVIDIA/spark-rapids/issues/6#issuecomment-713542293,https://api.github.com/repos/NVIDIA/spark-rapids/issues/6,713542293,MDEyOklzc3VlQ29tbWVudDcxMzU0MjI5Mw==,2020-10-21T12:44:49Z,2020-10-21T12:44:49Z,COLLABORATOR,I filed https://github.com/rapidsai/cudf/issues/6572 in cudf to try and support this.,,revans2,3441321,MDQ6VXNlcjM0NDEzMjE=,https://avatars.githubusercontent.com/u/3441321?v=4,,https://api.github.com/users/revans2,https://github.com/revans2,https://api.github.com/users/revans2/followers,https://api.github.com/users/revans2/following{/other_user},https://api.github.com/users/revans2/gists{/gist_id},https://api.github.com/users/revans2/starred{/owner}{/repo},https://api.github.com/users/revans2/subscriptions,https://api.github.com/users/revans2/orgs,https://api.github.com/users/revans2/repos,https://api.github.com/users/revans2/events{/privacy},https://api.github.com/users/revans2/received_events,User,False,https://api.github.com/repos/NVIDIA/spark-rapids/issues/comments/713542293/reactions,0,0,0,0,0,0,0,0,0,6
1,https://api.github.com/repos/NVIDIA/spark-rapids/issues/comments/959803463,https://github.com/NVIDIA/spark-rapids/issues/9#issuecomment-959803463,https://api.github.com/repos/NVIDIA/spark-rapids/issues/9,959803463,IC_kwDOD7z77c45NXBH,2021-11-03T18:22:26Z,2021-11-03T18:22:26Z,COLLABORATOR,"We have had a customer ask about this, so we might bump up the priority on this.  I have been looking at the JSON parsing and how that relates to the existing CSV parsing.  Just like CSV parsing it is not great, but I think we could do with JSON what we want to do with CSV and parse all of the atomic types as Strings and then handle casting/parsing them ourselves. This will make the code a lot more robust in terms of Spark compatibility.  But there are still a number of issues that we have to look into and probably address.


 1. The current CUDF code does not support nested types for parsing JSON. https://github.com/rapidsai/cudf/issues/8827 should fix that, but it is not done yet.
 2. The current CUDF code parses types how they want to, and not how Spark wants them to be parsed.  Like I said above we might be able to ask CUDF to read all of the types as Strings and then parse them ourselves. This will not fix everything because looking at cast there are a number of types that we do not fully support when casting from a string still. But it will be a step in the right direction and should let us avoid most of the enable this type for JSON configs.  We could at a minimum reused the cast from string configs that already exist.
 3. ""allowSingleQuotes"" option. This is set to true by default so Spark allows parsing values with single quotes instead of just double quotes. The CUDF code does not. So we probably want to file an issue with CUDF to ask for this, and also in the short term document that we cannot support this.
 4. There are also a number of configs in Spark that we will need to play around with in CUDF, but I am fairly sure if they are enabled we will have to fall back to the CPU, or at least really document well the inconsistencies.  These include
   a. ""allowComments"" C/C++ style comments `//` and `/* */`
   b. ""allowUnquotesFieldNames""
   c. ""allowNumericLeadingZeros"" Here the parser strips the leading zeros for numeric JSON types instead of marking them as corrupt entries, so if I had something like `{""a"": 0001, ""b"": 01.1000000000}` both entries would cause the row to be marked as corrupt. Even if we provide a schema an ask for both a and b to be strings they show up as nulls because the values are technically corrupt. If I set the option to true they are parsed, but the leading and in the case of the float, trailing zeros are stripped from the resulting string.
   d. ""allowNonNumericNumbers"" The docs say that this mean INF, -INF, and NaN but I could not make INF work, just -INF. Not sure how well used this is.
   e. ""allowBackslashEscapingAnyCharacter"" typically only a few chars in the JSON standard are allowed. In CUDF they only support \"", \\, \t, \r, and \b.  Not sure if there are others in JSON or not. Also not sure what happens if CUDF if others are encountered vs in Spark.
   f. ""allowUnquotedControlChars"" Docs say ASCII characters with a value less than 32.  My guess is CUDF just allows these all the time.
5. The ""parseMode"" and ""columnNameOfCorruptRecord"" parse mode config probably needs to always be lenient and we need to fall back to the CPU like with CSV if we ever see the columnNameOfCorruptRecord in the schema. We just don't support that and I don't know what it would take for CUDF to be able to do it.
6. ""ignoreNullFields"" and ""dropFieldIfAllNull"" are things we might be able to do with post processing, but we need to play around with it a little.
7. IF we see multi-line we have to fall back to the CPU. We just cannot support it.
8. We need to look at encodings and see if we have to fall back to the CPU or not. I hope that we can normalize things as we read it in like we do with the line ending in CSV and will have to do with the line ending here, but I am not 100% sure on that.
9. We need to check the zoneId like with CSV and fallback if it is not UTC
10. Need to check the date/timestamp formats too and see if there is anything in there that we cannot support.
11. We also need to play around with JSON parsing in general and see what falls out.  It looks like Spark is fairly strict in parsing and there can be odd corner cases. For example it looks like unquoted number values, if they are going to be interpreted as a string, are parsed as numbers first and then cast to a string, So 3.00 becomes 3.0 but ""3.00"" remains unchanged. I don't see any way we can match this behavior and probably will just need to document it.",,revans2,3441321,MDQ6VXNlcjM0NDEzMjE=,https://avatars.githubusercontent.com/u/3441321?v=4,,https://api.github.com/users/revans2,https://github.com/revans2,https://api.github.com/users/revans2/followers,https://api.github.com/users/revans2/following{/other_user},https://api.github.com/users/revans2/gists{/gist_id},https://api.github.com/users/revans2/starred{/owner}{/repo},https://api.github.com/users/revans2/subscriptions,https://api.github.com/users/revans2/orgs,https://api.github.com/users/revans2/repos,https://api.github.com/users/revans2/events{/privacy},https://api.github.com/users/revans2/received_events,User,False,https://api.github.com/repos/NVIDIA/spark-rapids/issues/comments/959803463/reactions,0,0,0,0,0,0,0,0,0,9
2,https://api.github.com/repos/NVIDIA/spark-rapids/issues/comments/959809596,https://github.com/NVIDIA/spark-rapids/issues/9#issuecomment-959809596,https://api.github.com/repos/NVIDIA/spark-rapids/issues/9,959809596,IC_kwDOD7z77c45NYg8,2021-11-03T18:30:12Z,2021-11-03T18:30:12Z,COLLABORATOR,"Oh, also a single line can contain multiple entries if the top level is an array.

```
[{""a"": 1, ""b"": 1}, {""a"": 2}]
[{""a"": 1, ""b"": 2.0}]
{""a"": 1, ""b"": ""inf""}
```
produces

```
+---+----+
|  a|   b|
+---+----+
|  1|   1|
|  2|null|
|  1| 2.0|
|  1| inf|
+---+----+
```
But if there is extra JSON like stuff at the end of the line, it is ignored.

```
{""a"": 1, ""b"": 1}, {""other"": 2}
{""a"": 1, ""b"": ""inf""} garbage
{""a"": 1, ""b"": 1} {""more"": 2}
```

produces the following with no errors.  Which feels really odd to me.

```
+---+---+
|  a|  b|
+---+---+
|  1|  1|
|  1|inf|
|  1|  1|
+---+---+
```

There may be a lot of other odd cases, that we need to look into.",,revans2,3441321,MDQ6VXNlcjM0NDEzMjE=,https://avatars.githubusercontent.com/u/3441321?v=4,,https://api.github.com/users/revans2,https://github.com/revans2,https://api.github.com/users/revans2/followers,https://api.github.com/users/revans2/following{/other_user},https://api.github.com/users/revans2/gists{/gist_id},https://api.github.com/users/revans2/starred{/owner}{/repo},https://api.github.com/users/revans2/subscriptions,https://api.github.com/users/revans2/orgs,https://api.github.com/users/revans2/repos,https://api.github.com/users/revans2/events{/privacy},https://api.github.com/users/revans2/received_events,User,False,https://api.github.com/repos/NVIDIA/spark-rapids/issues/comments/959809596/reactions,0,0,0,0,0,0,0,0,0,9
3,https://api.github.com/repos/NVIDIA/spark-rapids/issues/comments/959811580,https://github.com/NVIDIA/spark-rapids/issues/9#issuecomment-959811580,https://api.github.com/repos/NVIDIA/spark-rapids/issues/9,959811580,IC_kwDOD7z77c45NY_8,2021-11-03T18:32:59Z,2021-11-03T18:32:59Z,COLLABORATOR,"We might want to look at some of the Spark JSON tests, but they are not that complete.",,revans2,3441321,MDQ6VXNlcjM0NDEzMjE=,https://avatars.githubusercontent.com/u/3441321?v=4,,https://api.github.com/users/revans2,https://github.com/revans2,https://api.github.com/users/revans2/followers,https://api.github.com/users/revans2/following{/other_user},https://api.github.com/users/revans2/gists{/gist_id},https://api.github.com/users/revans2/starred{/owner}{/repo},https://api.github.com/users/revans2/subscriptions,https://api.github.com/users/revans2/orgs,https://api.github.com/users/revans2/repos,https://api.github.com/users/revans2/events{/privacy},https://api.github.com/users/revans2/received_events,User,False,https://api.github.com/repos/NVIDIA/spark-rapids/issues/comments/959811580/reactions,0,0,0,0,0,0,0,0,0,9
4,https://api.github.com/repos/NVIDIA/spark-rapids/issues/comments/959822790,https://github.com/NVIDIA/spark-rapids/issues/9#issuecomment-959822790,https://api.github.com/repos/NVIDIA/spark-rapids/issues/9,959822790,IC_kwDOD7z77c45NbvG,2021-11-03T18:48:17Z,2021-11-03T18:48:17Z,COLLABORATOR,"Oh that is interesting. The parsing of the JSON keys is case sensitive, but auto detection of the schema is not totally so you can get errors if you let Spark detect the schema and there are keys with different cases. i.e. A vs a. So we should test if we can select the keys in a case sensitive way.

Also if there are multiple keys in a record. For spark it looks like the last one wins. Not sure what CUDF does in those cases.

```
{""a"": 1, ""b"": 1}
{""a"": 1, ""a"": 2}
{""a"": 1, ""b"": 1}
```

produces

```
+---+----+
|  a|   b|
+---+----+
|  1|   1|
|  2|null|
|  1|   1|
+---+----+
```

with no errors",,revans2,3441321,MDQ6VXNlcjM0NDEzMjE=,https://avatars.githubusercontent.com/u/3441321?v=4,,https://api.github.com/users/revans2,https://github.com/revans2,https://api.github.com/users/revans2/followers,https://api.github.com/users/revans2/following{/other_user},https://api.github.com/users/revans2/gists{/gist_id},https://api.github.com/users/revans2/starred{/owner}{/repo},https://api.github.com/users/revans2/subscriptions,https://api.github.com/users/revans2/orgs,https://api.github.com/users/revans2/repos,https://api.github.com/users/revans2/events{/privacy},https://api.github.com/users/revans2/received_events,User,False,https://api.github.com/repos/NVIDIA/spark-rapids/issues/comments/959822790/reactions,0,0,0,0,0,0,0,0,0,9
5,https://api.github.com/repos/NVIDIA/spark-rapids/issues/comments/959828103,https://github.com/NVIDIA/spark-rapids/issues/9#issuecomment-959828103,https://api.github.com/repos/NVIDIA/spark-rapids/issues/9,959828103,IC_kwDOD7z77c45NdCH,2021-11-03T18:54:49Z,2021-11-03T18:54:49Z,COLLABORATOR,Added Needs Triage back on so we can look at this again because I think most of the analysis of this is done.,,revans2,3441321,MDQ6VXNlcjM0NDEzMjE=,https://avatars.githubusercontent.com/u/3441321?v=4,,https://api.github.com/users/revans2,https://github.com/revans2,https://api.github.com/users/revans2/followers,https://api.github.com/users/revans2/following{/other_user},https://api.github.com/users/revans2/gists{/gist_id},https://api.github.com/users/revans2/starred{/owner}{/repo},https://api.github.com/users/revans2/subscriptions,https://api.github.com/users/revans2/orgs,https://api.github.com/users/revans2/repos,https://api.github.com/users/revans2/events{/privacy},https://api.github.com/users/revans2/received_events,User,False,https://api.github.com/repos/NVIDIA/spark-rapids/issues/comments/959828103/reactions,0,0,0,0,0,0,0,0,0,9
6,https://api.github.com/repos/NVIDIA/spark-rapids/issues/comments/662699992,https://github.com/NVIDIA/spark-rapids/issues/12#issuecomment-662699992,https://api.github.com/repos/NVIDIA/spark-rapids/issues/12,662699992,MDEyOklzc3VlQ29tbWVudDY2MjY5OTk5Mg==,2020-07-22T21:14:00Z,2020-07-22T21:14:00Z,COLLABORATOR,Depends on https://github.com/rapidsai/cudf/issues/1352 ,,sameerz,7036315,MDQ6VXNlcjcwMzYzMTU=,https://avatars.githubusercontent.com/u/7036315?v=4,,https://api.github.com/users/sameerz,https://github.com/sameerz,https://api.github.com/users/sameerz/followers,https://api.github.com/users/sameerz/following{/other_user},https://api.github.com/users/sameerz/gists{/gist_id},https://api.github.com/users/sameerz/starred{/owner}{/repo},https://api.github.com/users/sameerz/subscriptions,https://api.github.com/users/sameerz/orgs,https://api.github.com/users/sameerz/repos,https://api.github.com/users/sameerz/events{/privacy},https://api.github.com/users/sameerz/received_events,User,False,https://api.github.com/repos/NVIDIA/spark-rapids/issues/comments/662699992/reactions,0,0,0,0,0,0,0,0,0,12
7,https://api.github.com/repos/NVIDIA/spark-rapids/issues/comments/708031575,https://github.com/NVIDIA/spark-rapids/issues/22#issuecomment-708031575,https://api.github.com/repos/NVIDIA/spark-rapids/issues/22,708031575,MDEyOklzc3VlQ29tbWVudDcwODAzMTU3NQ==,2020-10-13T21:57:22Z,2020-10-13T21:57:22Z,COLLABORATOR,This depends on #937,,revans2,3441321,MDQ6VXNlcjM0NDEzMjE=,https://avatars.githubusercontent.com/u/3441321?v=4,,https://api.github.com/users/revans2,https://github.com/revans2,https://api.github.com/users/revans2/followers,https://api.github.com/users/revans2/following{/other_user},https://api.github.com/users/revans2/gists{/gist_id},https://api.github.com/users/revans2/starred{/owner}{/repo},https://api.github.com/users/revans2/subscriptions,https://api.github.com/users/revans2/orgs,https://api.github.com/users/revans2/repos,https://api.github.com/users/revans2/events{/privacy},https://api.github.com/users/revans2/received_events,User,False,https://api.github.com/repos/NVIDIA/spark-rapids/issues/comments/708031575/reactions,0,0,0,0,0,0,0,0,0,22
8,https://api.github.com/repos/NVIDIA/spark-rapids/issues/comments/781542341,https://github.com/NVIDIA/spark-rapids/issues/22#issuecomment-781542341,https://api.github.com/repos/NVIDIA/spark-rapids/issues/22,781542341,MDEyOklzc3VlQ29tbWVudDc4MTU0MjM0MQ==,2021-02-18T18:19:45Z,2021-02-18T18:19:45Z,COLLABORATOR,We could partially implement this now.,,revans2,3441321,MDQ6VXNlcjM0NDEzMjE=,https://avatars.githubusercontent.com/u/3441321?v=4,,https://api.github.com/users/revans2,https://github.com/revans2,https://api.github.com/users/revans2/followers,https://api.github.com/users/revans2/following{/other_user},https://api.github.com/users/revans2/gists{/gist_id},https://api.github.com/users/revans2/starred{/owner}{/repo},https://api.github.com/users/revans2/subscriptions,https://api.github.com/users/revans2/orgs,https://api.github.com/users/revans2/repos,https://api.github.com/users/revans2/events{/privacy},https://api.github.com/users/revans2/received_events,User,False,https://api.github.com/repos/NVIDIA/spark-rapids/issues/comments/781542341/reactions,0,0,0,0,0,0,0,0,0,22
9,https://api.github.com/repos/NVIDIA/spark-rapids/issues/comments/781542685,https://github.com/NVIDIA/spark-rapids/issues/22#issuecomment-781542685,https://api.github.com/repos/NVIDIA/spark-rapids/issues/22,781542685,MDEyOklzc3VlQ29tbWVudDc4MTU0MjY4NQ==,2021-02-18T18:20:18Z,2021-02-18T18:20:18Z,COLLABORATOR,To fully implement this we will need full support for bit for bit identical murmur3 hashing.,,revans2,3441321,MDQ6VXNlcjM0NDEzMjE=,https://avatars.githubusercontent.com/u/3441321?v=4,,https://api.github.com/users/revans2,https://github.com/revans2,https://api.github.com/users/revans2/followers,https://api.github.com/users/revans2/following{/other_user},https://api.github.com/users/revans2/gists{/gist_id},https://api.github.com/users/revans2/starred{/owner}{/repo},https://api.github.com/users/revans2/subscriptions,https://api.github.com/users/revans2/orgs,https://api.github.com/users/revans2/repos,https://api.github.com/users/revans2/events{/privacy},https://api.github.com/users/revans2/received_events,User,False,https://api.github.com/repos/NVIDIA/spark-rapids/issues/comments/781542685/reactions,0,0,0,0,0,0,0,0,0,22
