,url,html_url,issue_url,id,node_id,comment_created_at,comment_updated_at,author_association,comment_text,performed_via_github_app,comment_user.login,user.id,user.node_id,user.avatar_url,user.gravatar_id,user.url,user.html_url,user.followers_url,user.following_url,user.gists_url,user.starred_url,user.subscriptions_url,user.organizations_url,user.repos_url,user.events_url,user.received_events_url,user.type,user.site_admin,reactions.url,comment_reactions.total_count,comment_reactions.+1,comment_reactions.-1,comment_reactions.laugh,comment_reactions.hooray,comment_reactions.confused,comment_reactions.heart,comment_reactions.rocket,comment_reactions.eyes,number
0,https://api.github.com/repos/rapidsai/cudf/issues/comments/314139551,https://github.com/rapidsai/cudf/issues/28#issuecomment-314139551,https://api.github.com/repos/rapidsai/cudf/issues/28,314139551,MDEyOklzc3VlQ29tbWVudDMxNDEzOTU1MQ==,2017-07-10T15:21:31Z,2017-07-10T15:21:31Z,CONTRIBUTOR,"We are only doing CI testing and building on Linux.  The currently tested platforms are Linux and OSX (my development machine).  The Linux CI builds are uploading from TravisCI.  To provide windows CI builds, we can use AppVeyor.  However, we are planning to address the windows support later once we get more of the basic feature done.",,sklam,1929845,MDQ6VXNlcjE5Mjk4NDU=,https://avatars.githubusercontent.com/u/1929845?v=4,,https://api.github.com/users/sklam,https://github.com/sklam,https://api.github.com/users/sklam/followers,https://api.github.com/users/sklam/following{/other_user},https://api.github.com/users/sklam/gists{/gist_id},https://api.github.com/users/sklam/starred{/owner}{/repo},https://api.github.com/users/sklam/subscriptions,https://api.github.com/users/sklam/orgs,https://api.github.com/users/sklam/repos,https://api.github.com/users/sklam/events{/privacy},https://api.github.com/users/sklam/received_events,User,False,https://api.github.com/repos/rapidsai/cudf/issues/comments/314139551/reactions,0,0,0,0,0,0,0,0,0,28
1,https://api.github.com/repos/rapidsai/cudf/issues/comments/383682524,https://github.com/rapidsai/cudf/issues/28#issuecomment-383682524,https://api.github.com/repos/rapidsai/cudf/issues/28,383682524,MDEyOklzc3VlQ29tbWVudDM4MzY4MjUyNA==,2018-04-23T18:49:42Z,2018-04-23T18:49:42Z,NONE,Hey - really fantastic project. I was just wondering if there was any update on windows support?,,M00NSH0T,30039978,MDQ6VXNlcjMwMDM5OTc4,https://avatars.githubusercontent.com/u/30039978?v=4,,https://api.github.com/users/M00NSH0T,https://github.com/M00NSH0T,https://api.github.com/users/M00NSH0T/followers,https://api.github.com/users/M00NSH0T/following{/other_user},https://api.github.com/users/M00NSH0T/gists{/gist_id},https://api.github.com/users/M00NSH0T/starred{/owner}{/repo},https://api.github.com/users/M00NSH0T/subscriptions,https://api.github.com/users/M00NSH0T/orgs,https://api.github.com/users/M00NSH0T/repos,https://api.github.com/users/M00NSH0T/events{/privacy},https://api.github.com/users/M00NSH0T/received_events,User,False,https://api.github.com/repos/rapidsai/cudf/issues/comments/383682524/reactions,0,0,0,0,0,0,0,0,0,28
2,https://api.github.com/repos/rapidsai/cudf/issues/comments/383778404,https://github.com/rapidsai/cudf/issues/28#issuecomment-383778404,https://api.github.com/repos/rapidsai/cudf/issues/28,383778404,MDEyOklzc3VlQ29tbWVudDM4Mzc3ODQwNA==,2018-04-24T01:58:37Z,2018-04-24T01:58:37Z,NONE,@sklam extremely needed support for windows,,yutiansut,11537812,MDQ6VXNlcjExNTM3ODEy,https://avatars.githubusercontent.com/u/11537812?v=4,,https://api.github.com/users/yutiansut,https://github.com/yutiansut,https://api.github.com/users/yutiansut/followers,https://api.github.com/users/yutiansut/following{/other_user},https://api.github.com/users/yutiansut/gists{/gist_id},https://api.github.com/users/yutiansut/starred{/owner}{/repo},https://api.github.com/users/yutiansut/subscriptions,https://api.github.com/users/yutiansut/orgs,https://api.github.com/users/yutiansut/repos,https://api.github.com/users/yutiansut/events{/privacy},https://api.github.com/users/yutiansut/received_events,User,False,https://api.github.com/repos/rapidsai/cudf/issues/comments/383778404/reactions,0,0,0,0,0,0,0,0,0,28
3,https://api.github.com/repos/rapidsai/cudf/issues/comments/497961507,https://github.com/rapidsai/cudf/issues/28#issuecomment-497961507,https://api.github.com/repos/rapidsai/cudf/issues/28,497961507,MDEyOklzc3VlQ29tbWVudDQ5Nzk2MTUwNw==,2019-06-01T17:06:39Z,2019-06-01T17:06:39Z,NONE,"do you guys have windows support now>?
",,SteffenRoe,28121652,MDQ6VXNlcjI4MTIxNjUy,https://avatars.githubusercontent.com/u/28121652?v=4,,https://api.github.com/users/SteffenRoe,https://github.com/SteffenRoe,https://api.github.com/users/SteffenRoe/followers,https://api.github.com/users/SteffenRoe/following{/other_user},https://api.github.com/users/SteffenRoe/gists{/gist_id},https://api.github.com/users/SteffenRoe/starred{/owner}{/repo},https://api.github.com/users/SteffenRoe/subscriptions,https://api.github.com/users/SteffenRoe/orgs,https://api.github.com/users/SteffenRoe/repos,https://api.github.com/users/SteffenRoe/events{/privacy},https://api.github.com/users/SteffenRoe/received_events,User,False,https://api.github.com/repos/rapidsai/cudf/issues/comments/497961507/reactions,0,0,0,0,0,0,0,0,0,28
4,https://api.github.com/repos/rapidsai/cudf/issues/comments/497968228,https://github.com/rapidsai/cudf/issues/28#issuecomment-497968228,https://api.github.com/repos/rapidsai/cudf/issues/28,497968228,MDEyOklzc3VlQ29tbWVudDQ5Nzk2ODIyOA==,2019-06-01T18:40:04Z,2019-06-01T18:40:04Z,NONE,"@SteffenRoe I asked that question 2 weeks ago in the RAPIDS-GoAi slack community and Keith Kraus and Mark Harris said that 1. if/when windows supports is added, that conversation would happen here, and 2. it's a big undertaking and they'd have to get window dev boxes.  I'm also excited/anxious to try it out too, but I think for now, the best we can do (or at least what I've done) is up vote this request (to show interest in numbers) and subscribe to it (and remain hopeful). HTH",,dlasusa,36902797,MDQ6VXNlcjM2OTAyNzk3,https://avatars.githubusercontent.com/u/36902797?v=4,,https://api.github.com/users/dlasusa,https://github.com/dlasusa,https://api.github.com/users/dlasusa/followers,https://api.github.com/users/dlasusa/following{/other_user},https://api.github.com/users/dlasusa/gists{/gist_id},https://api.github.com/users/dlasusa/starred{/owner}{/repo},https://api.github.com/users/dlasusa/subscriptions,https://api.github.com/users/dlasusa/orgs,https://api.github.com/users/dlasusa/repos,https://api.github.com/users/dlasusa/events{/privacy},https://api.github.com/users/dlasusa/received_events,User,False,https://api.github.com/repos/rapidsai/cudf/issues/comments/497968228/reactions,0,0,0,0,0,0,0,0,0,28
5,https://api.github.com/repos/rapidsai/cudf/issues/comments/521822259,https://github.com/rapidsai/cudf/issues/28#issuecomment-521822259,https://api.github.com/repos/rapidsai/cudf/issues/28,521822259,MDEyOklzc3VlQ29tbWVudDUyMTgyMjI1OQ==,2019-08-15T22:40:22Z,2019-08-15T22:40:22Z,NONE,Whats the ETA for windows support?,,marcodelmoral,11341835,MDQ6VXNlcjExMzQxODM1,https://avatars.githubusercontent.com/u/11341835?v=4,,https://api.github.com/users/marcodelmoral,https://github.com/marcodelmoral,https://api.github.com/users/marcodelmoral/followers,https://api.github.com/users/marcodelmoral/following{/other_user},https://api.github.com/users/marcodelmoral/gists{/gist_id},https://api.github.com/users/marcodelmoral/starred{/owner}{/repo},https://api.github.com/users/marcodelmoral/subscriptions,https://api.github.com/users/marcodelmoral/orgs,https://api.github.com/users/marcodelmoral/repos,https://api.github.com/users/marcodelmoral/events{/privacy},https://api.github.com/users/marcodelmoral/received_events,User,False,https://api.github.com/repos/rapidsai/cudf/issues/comments/521822259/reactions,9,8,0,0,0,0,0,0,1,28
6,https://api.github.com/repos/rapidsai/cudf/issues/comments/536476713,https://github.com/rapidsai/cudf/issues/28#issuecomment-536476713,https://api.github.com/repos/rapidsai/cudf/issues/28,536476713,MDEyOklzc3VlQ29tbWVudDUzNjQ3NjcxMw==,2019-09-30T09:16:05Z,2019-09-30T09:16:05Z,NONE,"> Whats the ETA for windows support?

Would also like to know...",,onacrame,11838381,MDQ6VXNlcjExODM4Mzgx,https://avatars.githubusercontent.com/u/11838381?v=4,,https://api.github.com/users/onacrame,https://github.com/onacrame,https://api.github.com/users/onacrame/followers,https://api.github.com/users/onacrame/following{/other_user},https://api.github.com/users/onacrame/gists{/gist_id},https://api.github.com/users/onacrame/starred{/owner}{/repo},https://api.github.com/users/onacrame/subscriptions,https://api.github.com/users/onacrame/orgs,https://api.github.com/users/onacrame/repos,https://api.github.com/users/onacrame/events{/privacy},https://api.github.com/users/onacrame/received_events,User,False,https://api.github.com/repos/rapidsai/cudf/issues/comments/536476713/reactions,4,4,0,0,0,0,0,0,0,28
7,https://api.github.com/repos/rapidsai/cudf/issues/comments/536771670,https://github.com/rapidsai/cudf/issues/28#issuecomment-536771670,https://api.github.com/repos/rapidsai/cudf/issues/28,536771670,MDEyOklzc3VlQ29tbWVudDUzNjc3MTY3MA==,2019-09-30T22:03:45Z,2019-09-30T22:03:45Z,COLLABORATOR,"There is currently no plans for Windows support, if someone would like to try it and contribute fixes to enable Windows support we would be happy to support.",,kkraus14,3665167,MDQ6VXNlcjM2NjUxNjc=,https://avatars.githubusercontent.com/u/3665167?v=4,,https://api.github.com/users/kkraus14,https://github.com/kkraus14,https://api.github.com/users/kkraus14/followers,https://api.github.com/users/kkraus14/following{/other_user},https://api.github.com/users/kkraus14/gists{/gist_id},https://api.github.com/users/kkraus14/starred{/owner}{/repo},https://api.github.com/users/kkraus14/subscriptions,https://api.github.com/users/kkraus14/orgs,https://api.github.com/users/kkraus14/repos,https://api.github.com/users/kkraus14/events{/privacy},https://api.github.com/users/kkraus14/received_events,User,False,https://api.github.com/repos/rapidsai/cudf/issues/comments/536771670/reactions,27,1,24,0,0,2,0,0,0,28
8,https://api.github.com/repos/rapidsai/cudf/issues/comments/561567577,https://github.com/rapidsai/cudf/issues/28#issuecomment-561567577,https://api.github.com/repos/rapidsai/cudf/issues/28,561567577,MDEyOklzc3VlQ29tbWVudDU2MTU2NzU3Nw==,2019-12-04T10:05:15Z,2019-12-04T10:05:15Z,NONE,"Hi, speaking of the devil, I am trying to compile Rapids CuDF in Windows 10 and I ran into some troubles. First of all my configuration:
- Windows 10 LTSC Enterprise (1809)
- CUDA 10.2.89 (working nvcc wich uses cl.exe for x64 from Visual Studio 2017 )
- gcc 7.4.0
- boost libraries on path version 1.7.0
- I do not use conda (I prefer to build a virtual environement with pip)
- I use CygWin with cmake 3.14.5-1

When I run `cmake .. -DCMAKE_CXX11_ABI=ON` inside the newly created **build** folder of **cudf** I have the following error :
`Determining if the CUDA compiler works failed with the following output:
Change Dir: /cygdrive/c/cudf/cpp/build/CMakeFiles/CMakeTmp

Run Build Command(s):/usr/bin/make.exe cmTC_bd22e/fast 
/usr/bin/make -f CMakeFiles/cmTC_bd22e.dir/build.make CMakeFiles/cmTC_bd22e.dir/build
make[1]Â : on entre dans le répertoire C:/cygdrive/c/cudf/cpp/build/CMakeFiles/CMakeTmpÂ Â»
Building CUDA object CMakeFiles/cmTC_bd22e.dir/main.cu.o
""/cygdrive/c/Program Files/NVIDIA GPU Computing Toolkit/CUDA/v10.2/bin/nvcc.exe""     -x cu -c /cygdrive/c/cudf/cpp/build/CMakeFiles/CMakeTmp/main.cu -o CMakeFiles/cmTC_bd22e.dir/main.cu.o
c1xx: fatal error C1083: Impossible d'ouvrir le fichier source : 'C:/cygdrive/c/cudf/cpp/build/CMakeFiles/CMakeTmp/main.cu' : No such file or directory
main.cu
make[1]: *** [CMakeFiles/cmTC_bd22e.dir/build.make:66: CMakeFiles/cmTC_bd22e.dir/main.cu.o] Error 2
make[1]Â : on quitte le répertoire C:/cygdrive/c/cudf/cpp/build/CMakeFiles/CMakeTmpÂ Â»
make: *** [Makefile:121: cmTC_bd22e/fast] Error 2`

... Well I am french sorry for the language barrier. But basically from what I understood, during the compilation process, **nvcc** has to compile a file created by compilation in _cudf/build/CMakeFiles/CmakeTmp/main.cu_ but does not find it. Actually, I checked the folder is empty...

Would someone please help me ? 
Thanks in advance, ",,eidalex,46104119,MDQ6VXNlcjQ2MTA0MTE5,https://avatars.githubusercontent.com/u/46104119?v=4,,https://api.github.com/users/eidalex,https://github.com/eidalex,https://api.github.com/users/eidalex/followers,https://api.github.com/users/eidalex/following{/other_user},https://api.github.com/users/eidalex/gists{/gist_id},https://api.github.com/users/eidalex/starred{/owner}{/repo},https://api.github.com/users/eidalex/subscriptions,https://api.github.com/users/eidalex/orgs,https://api.github.com/users/eidalex/repos,https://api.github.com/users/eidalex/events{/privacy},https://api.github.com/users/eidalex/received_events,User,False,https://api.github.com/repos/rapidsai/cudf/issues/comments/561567577/reactions,0,0,0,0,0,0,0,0,0,28
9,https://api.github.com/repos/rapidsai/cudf/issues/comments/562634883,https://github.com/rapidsai/cudf/issues/28#issuecomment-562634883,https://api.github.com/repos/rapidsai/cudf/issues/28,562634883,MDEyOklzc3VlQ29tbWVudDU2MjYzNDg4Mw==,2019-12-06T16:09:36Z,2019-12-06T16:09:36Z,COLLABORATOR,"I'm unfortunately not familiar enough with cygwin to be able to help here, but the `main.cu` is essentially a CMake test file to ensure that the CUDA compiler is working as expected before actually trying to tackle something in the real project.",,kkraus14,3665167,MDQ6VXNlcjM2NjUxNjc=,https://avatars.githubusercontent.com/u/3665167?v=4,,https://api.github.com/users/kkraus14,https://github.com/kkraus14,https://api.github.com/users/kkraus14/followers,https://api.github.com/users/kkraus14/following{/other_user},https://api.github.com/users/kkraus14/gists{/gist_id},https://api.github.com/users/kkraus14/starred{/owner}{/repo},https://api.github.com/users/kkraus14/subscriptions,https://api.github.com/users/kkraus14/orgs,https://api.github.com/users/kkraus14/repos,https://api.github.com/users/kkraus14/events{/privacy},https://api.github.com/users/kkraus14/received_events,User,False,https://api.github.com/repos/rapidsai/cudf/issues/comments/562634883/reactions,0,0,0,0,0,0,0,0,0,28
